scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_02,0x10fb1,Kuon,low,,All I found out was that I have no idea who I am.,Tudo o que descobri foi que não faço ideia de quem sou.,,
ch_11_02,0x10fe3,Kuon,low,,By the way... Where am I?,A propósito... Onde estou?,,
ch_11_02,0x10ffd,Kuon,low,,Would you understand if I said we're west of\n,Você entenderia se eu dissesse que estamos a oeste de\n,,
ch_11_02,0x1102c,Kuon,low,,Kujyuri...? Deep in the Shishiri Province?,Kujyuri...? Bem no fundo da Província de Shishiri?,,
ch_11_02,0x11057,Haku,low,,I see.,Sim.,,
ch_11_02,0x1105e,Kuon,low,,...No. No idea.,...Não. Nenhuma ideia.,,
ch_11_02,0x1106e,Kuon,low,identico-fonte,...Ah.,...Ah.,,
ch_11_02,0x11075,Kuon,low,,Finding out the name of this place doesn't\n,Descobrir o nome deste lugar não\n,,
ch_11_02,0x110a2,Kuon,low,,"help me one bit, since I still have no clue\n","me ajuda nem um pouco, já que ainda não faço ideia\n",,
ch_11_02,0x110d0,Kuon,low,,where I am.,de onde estou.,,
ch_11_02,0x110dc,Kuon,low,,Is there anything else...?\n,Tem mais alguma coisa...?\n,,
ch_11_02,0x110f9,Kuon,low,,Something else I can ask her...,Algo mais que eu possa perguntar a ela...,,
ch_11_02,0x11119,Kuon,low,,"Right, that huge thing!","Isso, aquela coisa enorme!",,
ch_11_02,0x11131,Kuon,low,,Huge thing?,Coisa enorme?,,
ch_11_02,0x1113d,Kuon,low,,"Yeah, that's right! That wriggly, slimy...\n","É, isso mesmo! Aquela coisa de limo\n",,
ch_11_02,0x1116a,Kuon,low,,slime thing that attacked me. What was that!?,viscosa que me atacou. O que era aquilo!?,,
ch_11_02,0x11198,Kuon,low,,...Slime?,...Limo?,,
ch_11_02,0x111a2,Kuon,low,,"Kuon cocks her head at first, bewildered, but\n","Kuon inclina a cabeça a princípio, confusa, mas\n",,
ch_11_02,0x111d2,Kuon,low,,then something seems to dawn on her.,então algo parece lhe ocorrer.,,
ch_11_02,0x111f7,Kuon,low,,"Oh, perhaps you're talking about the Tatari?","Ah, talvez você esteja falando do Tatari?",,
ch_11_02,0x11224,Kuon,low,identico-fonte,Tatari...?,Tatari...?,,
ch_11_02,0x1122f,Kuon,low,,That's what it's called. It's a type of...\n,É assim que se chama. É um tipo de...\n,,
ch_11_02,0x1125c,Kuon,low,,creature? I suppose?,criatura? Eu acho?,,
ch_11_02,0x11271,Kuon,low,,"Kuon replies, uncertainty clear in her tone\n","Kuon responde, a incerteza clara no tom\n",,
ch_11_02,0x1129f,Kuon,low,,and expression.,e na expressão.,,
ch_11_02,0x112af,Kuon,low,amostra,"If you asked me what it is, I wouldn't have\n","Se você me perguntasse o que é, eu não teria\n",,
ch_11_02,0x112dd,Kuon,low,,"a solid answer for you, to be honest.","uma resposta certa pra te dar, pra ser sincera.",,
ch_11_02,0x11303,Kuon,low,,"All I know is that it lives deep underground,\n","Só sei que vive bem no fundo da terra,\n",,
ch_11_02,0x11333,Kuon,low,,where the sun doesn't reach.,onde o sol não alcança.,,
ch_11_02,0x11350,Kuon,low,,And it'll attack and eat living creatures that\n,E ataca e devora criaturas vivas que\n,,
ch_11_02,0x11381,Kuon,low,,wander inside its lair--for sustenance.,entram no covil dele--pra se alimentar.,,
ch_11_02,0x113a9,Kuon,low,,"Also, it never dies... and I think that's all.","Além disso, ele nunca morre... e acho que é só.",,
ch_11_02,0x113d8,Kuon,low,,Never dies...?,Nunca morre...?,,
ch_11_02,0x113e7,Kuon,low,,Right. It just can't.,Isso. Simplesmente não pode.,,
ch_11_02,0x113fd,Kuon,low,,"Burn it, cut it, beat it, but it still revives\n","Queime, corte, espanque, mas ele ainda revive\n",,
ch_11_02,0x1142e,Kuon,low,,"instantly. No matter what you do, you can't\n","na hora. Não importa o que faça, não dá pra\n",,
ch_11_02,0x1145c,Kuon,low,,kill it.,matar.,,
ch_11_02,0x11465,Kuon,low,,"No, come on. No living creature could actually\n","Não, qual é. Nenhuma criatura viva poderia de fato\n",,
ch_11_02,0x11496,Kuon,low,,be immortal.,ser imortal.,,
ch_11_02,0x114a3,Kuon,low,,"Maybe its body and mind are just that resilient,\n","Talvez o corpo e a mente dele sejam só muito resistentes,\n",,
ch_11_02,0x114d6,Kuon,low,,and that makes it harder to kill it?,e isso torne mais difícil matá-lo?,,
ch_11_02,0x114fb,Kuon,low,,"No, it's true. No matter what we do to it,\n","Não, é verdade. Não importa o que façamos com ele,\n",,
ch_11_02,0x11528,Kuon,low,,"it never dies. Doesn't matter what's done,\n","ele nunca morre. Não importa o que se faça,\n",,
ch_11_02,0x11555,Kuon,low,,or how...,nem como...,,
ch_11_02,0x1155f,Kuon,low,,"We just fight to drive it off, or scare it off\n","A gente só luta pra afugentá-lo, ou assustá-lo\n",,
ch_11_02,0x11590,Kuon,low,,with lights and loud sounds. Those seem to work\n,com luzes e barulhos altos. Isso parece funcionar\n,,
ch_11_02,0x115c2,Kuon,low,,well.,bem.,,
ch_11_02,0x115c8,Kuon,low,,So we don't even know how many there are.\n,Então nem sabemos quantos existem.\n,,
ch_11_02,0x115f4,Kuon,low,,"Or much about it at all, really.","Nem muito sobre ele, na verdade.",,
ch_11_02,0x11615,Kuon,low,,What kind of monster is that? That's way\n,Que tipo de monstro é esse? Isso é assustador\n,,
ch_11_02,0x11640,Kuon,low,,too spooky...,demais...,,
ch_11_02,0x1164e,Kuon,low,,So you were really lucky. If I'd arrived just\n,Então você teve muita sorte. Se eu tivesse chegado só\n,,
ch_11_02,0x1167e,Kuon,low,,"a bit later, there'd be nothing left of you,\n","um pouco mais tarde, não sobraria nada de você,\n",,
ch_11_02,0x116ad,Haku,low,,right?,né?,,
ch_11_02,0x116b4,Kuon,low,,"Her words bring to mind the huge insect,\n","As palavras dela me trazem à mente o inseto enorme,\n",,
ch_11_02,0x116df,Kuon,low,,swallowed whole and melted away in the\n,engolido inteiro e derretido dentro do\n,,
ch_11_02,0x11708,Kuon,low,,thing's body.,corpo daquela coisa.,,
ch_11_02,0x11716,Kuon,low,,"Kuon laughs, maybe at the sudden paleness in\n","Kuon ri, talvez da palidez súbita no\n",,
ch_11_02,0x11745,Kuon,low,,"my expression, and continues.","meu rosto, e continua.",,
ch_11_02,0x11763,Kuon,low,,"Don't worry. Stay away from its habitat, and\n",Não se preocupe. Fique longe do habitat dele e\n,,
ch_11_02,0x11792,Kuon,low,,keep to the paths when you travel in the wilds.,se mantenha nas trilhas quando viajar pelo mato.,,
ch_11_02,0x117c2,Kuon,low,amostra,"As long as you keep these rules in mind, you'll\n","Desde que tenha essas regras em mente, você\n",,
ch_11_02,0x117f4,Kuon,low,,rarely run into any trouble.,raramente vai ter problema.,,
ch_11_02,0x11811,Kuon,low,,"R-Rarely, huh...?","R-Raramente, é...?",,
ch_11_02,0x11823,Kuon,low,,So everything I went through--all that was just\n,Então tudo o que passei--aquilo tudo foi só\n,,
ch_11_02,0x11855,Kuon,low,,ridiculously improbable bad luck!,um azar absurdamente improvável!,,
ch_11_02,0x11877,Kuon,low,,"Well, you never know. It'd be best to just\n","Bem, nunca se sabe. O melhor é só\n",,
ch_11_02,0x118a4,Kuon,low,,"accept that these things happen, and deal\n",aceitar que essas coisas acontecem e lidar\n,,
ch_11_02,0x118d0,Kuon,low,,"with it, I think.","com elas, eu acho.",,
ch_11_02,0x118e2,Kuon,low,,"After all, a gust of wind at the worst time\n","Afinal, uma rajada de vento na hora errada\n",,
ch_11_02,0x11910,Kuon,low,,could be all it takes to end someone's life.,pode ser tudo o que precisa pra acabar com uma vida.,,
ch_11_02,0x1193d,Kuon,low,,She says it almost casually.,Ela diz isso quase com naturalidade.,,
ch_11_02,0x1195a,Kuon,low,,Not sure if that matter-of-fact tone is\n,Não sei se esse tom prático é\n,,
ch_11_02,0x11984,Kuon,low,,"because that whole mess is behind us, or...","porque toda aquela confusão ficou pra trás, ou...",,
ch_11_02,0x119b0,Kuon,low,,"Well, what do you plan to do now?","Bem, o que você pretende fazer agora?",,
ch_11_02,0x119d2,Haku,low,,Now...,agora...,,
ch_11_02,0x119d9,Kuon,low,,What CAN I do...?,O que EU posso fazer...?,,
ch_11_02,0x119eb,Kuon,low,,"Ah, sorry. I suppose that's a bit of an unfair\n","Ah, desculpa. Acho que essa é uma pergunta\n",,
ch_11_02,0x11a1c,Kuon,low,,question.,meio injusta.,,
ch_11_02,0x11a26,Kuon,low,,How are you supposed to answer a question like\n,Como é que você vai responder uma pergunta dessas\n,,
ch_11_02,0x11a57,Kuon,low,,that when you don't even remember your own\n,quando nem lembra do próprio\n,,
ch_11_02,0x11a84,Kuon,low,,name?,nome?,,
ch_11_02,0x11a8a,Kuon,low,,"Yeah, that about sums it up.","É, isso resume bem.",,
ch_11_02,0x11aa7,Kuon,low,,"Hmm. Well, if that's the case...","Hmm. Bem, se é esse o caso...",,
ch_11_02,0x11ac8,Kuon,low,,"Something occurs to her, and she offers a\n","Algo lhe ocorre, e ela faz uma\n",,
ch_11_02,0x11af4,Kuon,low,,gentle suggestion.,sugestão gentil.,,
ch_11_02,0x11b07,Kuon,low,,Perhaps this is some kind of fate. Why don't\n,Talvez isto seja algum tipo de destino. Por que você\n,,
ch_11_02,0x11b36,Kuon,low,,you let me look after you for a little while?,não me deixa cuidar de você por um tempo?,,
ch_11_02,0x11b64,Kuon,low,,The bizarre idea has me at a brief loss\n,A ideia bizarra me deixa por um instante sem\n,,
ch_11_02,0x11b8e,Kuon,low,,for words.,palavras.,,
ch_11_02,0x11b99,Kuon,low,,This girl's going to take care of me?,Esta garota vai cuidar de mim?,,
ch_11_02,0x11bbf,Kuon,low,,"Oh, no, I couldn't. But I do appreciate the...","Ah, não, eu não poderia. Mas agradeço a...",,
ch_11_02,0x11bee,Kuon,low,,"...No, wait.","...Não, espera.",,
ch_11_02,0x11bfb,Kuon,low,amostra,"If I go off on my own here, I'm either going\n","Se eu sair por conta própria aqui, ou vou\n",,
ch_11_02,0x11c2a,Kuon,low,,"to get lost, or end up as some monster's\n","me perder, ou virar o jantar de algum\n",,
ch_11_02,0x11c55,Kuon,low,,dinner.,monstro.,,
ch_11_02,0x11c5d,Kuon,low,,"I'm still unsure, but she's done a lot for me.\n","Ainda estou inseguro, mas ela fez muito por mim.\n",,
ch_11_02,0x11c8e,Kuon,low,,She wouldn't turn on me now--not after all this.,Ela não me trairia agora--não depois de tudo isso.,,
ch_11_02,0x11cbf,Kuon,low,,I can at least rely on her until I understand\n,Posso ao menos contar com ela até entender\n,,
ch_11_02,0x11cef,Kuon,low,,what's going on. I'll just accept this as some\n,o que está havendo. Vou só aceitar isto como uma\n,,
ch_11_02,0x11d20,Kuon,low,,good fortune.,boa sorte.,,
ch_11_02,0x11d2e,Kuon,low,,"...Understood. I'll be relying on you, at\n","...Entendido. Vou contar com você, pelo\n",,
ch_11_02,0x11d5a,Kuon,low,,least for a bit.,menos por um tempo.,,
ch_11_02,0x11d6b,Kuon,low,,Kuon smiles gently as I bow my head to her.,Kuon sorri gentilmente enquanto inclino a cabeça pra ela.,,
ch_11_02,0x11d97,Kuon,low,,"Yes, I think that's a wise choice. Obedience is\n","Sim, acho que é uma escolha sábia. Obediência é\n",,
ch_11_02,0x11dc9,Kuon,low,amostra,always a good thing.,sempre uma coisa boa.,,
ch_11_02,0x11dde,Kuon,low,,She looks relieved... It's pretty clear if I had\n,Ela parece aliviada... Está bem claro que se eu\n,,
ch_11_02,0x11e11,Kuon,low,,"refused, I probably wouldn't have made it on\n","tivesse recusado, provavelmente não teria me virado\n",,
ch_11_02,0x11e40,Kuon,low,,my own...,sozinho...,,
ch_11_02,0x11e4a,Kuon,low,,"Well, now that that's settled, we should\n","Bem, agora que isso está resolvido, a gente deveria\n",,
ch_11_02,0x11e75,Kuon,low,,at least decide on a name for you.,ao menos decidir um nome pra você.,,
ch_11_02,0x11e98,Kuon,low,amostra,...A name?,...Um nome?,,
ch_11_02,0x11ea3,Kuon,low,,"Well, you can't stay nameless forever. You\n","Bem, você não pode ficar sem nome pra sempre. Você\n",,
ch_11_02,0x11ed0,Kuon,low,,"can't remember what you're called, right?","não lembra como te chamam, certo?",,
ch_11_02,0x11efa,Kuon,low,,Yeah...,É...,,
ch_11_02,0x11f02,Kuon,low,,She has a point. Not having a name could get\n,Ela tem razão. Não ter um nome poderia ficar\n,,
ch_11_02,0x11f31,Kuon,low,,"inconvenient, especially when we get to town.","inconveniente, principalmente quando chegarmos à cidade.",,
ch_11_02,0x11f5f,Kuon,low,,"OK, anything's probably...","Tá, qualquer coisa provavelmente serve...",,
ch_11_02,0x11f7a,Kuon,low,,Hold on.,Espera aí.,,
ch_11_02,0x11f83,Kuon,low,,Maybe... this is a golden opportunity?,Talvez... esta seja uma oportunidade de ouro?,,
ch_11_02,0x11faa,Kuon,low,,"I'm not happy about having no memories, but\n","Não estou feliz por não ter memórias, mas\n",,
ch_11_02,0x11fd8,Kuon,low,,it DOES mean I've basically got a clean slate.,ISSO significa que tenho basicamente uma folha em branco.,,
ch_11_02,0x12007,Kuon,low,,Which brings us to this... I can pick myself\n,O que nos leva a isto... Posso escolher\n,,
ch_11_02,0x12036,Kuon,low,,a really cool and mysterious name!,um nome bem legal e misterioso!,,
ch_11_02,0x12059,Kuon,low,,"Maybe my name was something bland and dull,\n","Talvez meu nome fosse algo sem graça e chato,\n",,
ch_11_02,0x12087,Kuon,low,,before all this.,antes de tudo isso.,,
ch_11_02,0x12098,Kuon,low,,"Well, that's not so bad. Could just as easily\n","Bem, isso não é tão ruim. Podia facilmente\n",,
ch_11_02,0x120c8,Kuon,low,,have been something ridiculous and\n,ter sido algo ridículo e\n,,
ch_11_02,0x120ed,Kuon,low,,embarrassing...,vergonhoso...,,
ch_11_02,0x120fd,Kuon,low,,"You know what, amnesia's not so bad. It's\n","Quer saber, amnésia não é tão ruim. É\n",,
ch_11_02,0x12129,Kuon,low,,"awesome, even! Gotta make the best of a bad\n",até demais! Tenho que tirar o melhor de uma situação\n,,
ch_11_02,0x12157,Kuon,low,,situation.,ruim.,,
ch_11_02,0x12162,Kuon,low,,So this is a real opportunity. Can't just\n,Então esta é uma oportunidade de verdade. Não dá pra\n,,
ch_11_02,0x1218e,Kuon,low,,go with some random name.,escolher um nome qualquer.,,
ch_11_02,0x121a8,Kuon,low,,Just have to think of a name cool enough to\n,Só tenho que pensar num nome legal o bastante pra\n,,
ch_11_02,0x121d6,Kuon,low,,"make people jealous, but not something I'd\n","deixar todo mundo com inveja, mas nada de que eu\n",,
ch_11_02,0x12203,Kuon,low,,regret later...,me arrependa depois...,,
ch_11_02,0x12213,Kuon,low,,OK! My name is--,Tá! Meu nome é--,,
ch_11_02,0x12224,Kuon,low,,Hmm. What kind of name would suit you best?,Hmm. Que tipo de nome combinaria mais com você?,,
ch_11_02,0x12250,Kuon,low,,Kuon seems unconcerned by my dramatically\n,Kuon parece indiferente ao meu braço\n,,
ch_11_02,0x1227c,Kuon,low,,"outstretched arm, pondering to herself.","dramaticamente estendido, ponderando consigo mesma.",,
ch_11_02,0x122a4,Kuon,low,,"An uneasy feeling rises, and I nervously ask\n","Uma sensação ruim surge, e nervoso pergunto\n",,
ch_11_02,0x122d3,Kuon,low,,her.,a ela.,,
ch_11_02,0x122d8,Kuon,low,,Um... you aren't... planning to think about\n,Ãh... você não está... pensando em decidir\n,,
ch_11_02,0x12306,Kuon,low,,"my new name too, are you?","o meu novo nome também, está?",,
ch_11_02,0x12320,Kuon,low,,"She looks surprised, like she has no idea\n","Ela parece surpresa, como se não fizesse ideia\n",,
ch_11_02,0x1234c,Kuon,low,,what I'm asking.,do que estou perguntando.,,
ch_11_02,0x1235d,Kuon,low,,Planning to? It's my duty.,Pensando em? É meu dever.,,
ch_11_02,0x12378,Kuon,low,,Y-Your duty?,S-Seu dever?,,
ch_11_02,0x12385,Kuon,low,,A guardian is essentially a parent. Since I am\n,Um guardião é essencialmente um pai. Já que agora\n,,
ch_11_02,0x123b6,Kuon,low,,"now your guardian, it's my duty to give you\n","sou sua guardiã, é meu dever te dar\n",,
ch_11_02,0x123e4,Kuon,low,,a name.,um nome.,,
ch_11_02,0x123ec,Kuon,low,,"No, that's...","Não, isso é...",,
ch_11_02,0x123fa,Kuon,low,,Come on... This tiny girl can't honestly think\n,Qual é... Esta garotinha não pode honestamente se achar\n,,
ch_11_02,0x1242b,Kuon,low,,"of herself as my parent, right...?","minha mãe, pode...?",,
ch_11_02,0x1244e,Kuon,low,,Though if you'd prefer to go on your own without\n,"Embora, se você preferir seguir por conta própria sem\n",,
ch_11_02,0x12481,Kuon,low,,"me, then by all means, make your own decisions.","mim, então fique à vontade, tome suas próprias decisões.",,
ch_11_02,0x124b1,Kuon,low,,U... Urgh...,Nnh... Argh...,,
ch_11_02,0x124be,Kuon,low,,How can I argue with that...? Kuon smiles\n,Como discutir com isso...? Kuon sorri\n,,
ch_11_02,0x124ea,Kuon,low,,"brightly as I sag in defeat, and claps her\n","radiante enquanto eu desabo derrotado, e bate\n",,
ch_11_02,0x12517,Kuon,low,,hands.,as mãos.,,
ch_11_02,0x1251e,Kuon,low,,Then I think it's decided!,Então acho que está decidido!,,
ch_11_02,0x12539,Kuon,low,,"*Sigh*... So much for the whole ""awesome name""\n","*Suspiro*... Lá se foi a ideia toda do ""nome\n",,
ch_11_02,0x1256a,Kuon,low,,idea...,"incrível""...",,
ch_11_02,0x12572,Kuon,low,,"In the end, I guess I still have no say in\n","No fim, acho que ainda não tenho voz em\n",,
ch_11_02,0x1259f,Kuon,low,,anything--not even my own name.,nada--nem no meu próprio nome.,,
ch_11_02,0x125bf,Kuon,low,,"Now, let's see. Your new name is...","Bom, vejamos. Seu novo nome é...",,
ch_11_02,0x125e3,Kuon,low,,"Kuon cocks her head, looking thoughtfully\n","Kuon inclina a cabeça, olhando pensativa\n",,
ch_11_02,0x1260f,Kuon,low,,to the ceiling.,para o teto.,,
ch_11_02,0x1261f,Kuon,low,,"After a moment of silence, she mutters a couple\n","Após um momento de silêncio, ela murmura algumas\n",,
ch_11_02,0x12651,Kuon,low,amostra,syllables.,sílabas.,,
ch_11_02,0x1265c,Kuon,low,identico-fonte,Ha... ku...,Ha... ku...,,
ch_11_02,0x12668,Kuon,low,identico-fonte,Haku...?,Haku...?,,
ch_11_02,0x12671,Kuon,low,,That's right. Haku.,Isso mesmo. Haku.,,
ch_11_02,0x12685,Kuon,low,,"She seems pretty proud of it. Having said it,\n","Ela parece bem orgulhosa disso. Tendo dito,\n",,
ch_11_02,0x126b5,Kuon,low,,she smiles confidently.,ela sorri confiante.,,
ch_11_02,0x126cd,Kuon,low,,I think you should call yourself Haku from\n,Acho que você deveria se chamar Haku de\n,,
ch_11_02,0x126fa,Kuon,low,,now on.,agora em diante.,,
ch_11_02,0x12702,Kuon,low,identico-fonte,Haku...,Haku...,,
ch_11_02,0x1270a,Kuon,low,,I ruminate over this name she's given me. ,Rumino o nome que ela me deu. ,,
ch_11_02,0x12735,Kuon,low,,...It's not that cool...,...Não é lá tão legal...,,
ch_11_02,0x1274e,Kuon,low,,...Did you say something?,...Você disse alguma coisa?,,
ch_11_02,0x12768,Kuon,low,,*Shudder*,*Tremor*,,
ch_11_02,0x12772,Kuon,low,,"A slight shiver runs through me, and a chill\n","Um leve arrepio me percorre, e um frio\n",,
ch_11_02,0x127a1,Kuon,low,,runs down my spine.,desce pela minha espinha.,,
ch_11_02,0x127b5,Kuon,low,largura,"Though Kuon is smiling as sweetly as ever at me,\n","Embora Kuon esteja sorrindo tão docemente quanto sempre pra mim,\n",,
ch_11_02,0x127e8,Kuon,low,,my blood runs cold for a moment.,meu sangue gela por um momento.,,
ch_11_02,0x12809,Kuon,low,,"Erk! N-Nope, didn't say a word...","Erk! N-Não, não disse nada...",,
ch_11_02,0x1282b,Kuon,low,,"In response to my reaction, Kuon clears her\n","Em resposta à minha reação, Kuon limpa a\n",,
ch_11_02,0x12859,Kuon,low,,"throat with a delicate little cough,\n","garganta com uma tossezinha delicada,\n",,
ch_11_02,0x12880,Kuon,low,,speaking seriously.,falando sério.,,
ch_11_02,0x12894,Kuon,low,,It's a very distinguished name.,É um nome muito ilustre.,,
ch_11_02,0x128b4,Kuon,low,,It comes from the name of one celebrated in\n,Vem do nome de alguém celebrado em\n,,
ch_11_02,0x128e2,Kuon,low,,ancient legends and stories.,lendas e histórias antigas.,,
