term,category,target_translation,handling_rule,spoiler_level,aliases,notes,updated_date
High-Speed Mode,UI,Modo de Alta Velocidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_HIGH_SPEED_MODE). Texto de interface/menu do sistema.,2026-08-23
Game Settings,UI,Configurações do Jogo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_GAME_SETTING). Texto de interface/menu do sistema.,2026-08-23
Interface,UI,Interface,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_INTERFACE). Texto de interface/menu do sistema.,2026-08-23
Other Settings,UI,Outras Configurações,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_OTHER_SETTING). Texto de interface/menu do sistema.,2026-08-23
Button Config,UI,Configuração de Botões,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_SEPARATE_KEY_CONFIG_SONY). Texto de interface/menu do sistema.,2026-08-23
Warning:,UI,Aviso:,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_OPT_INFO_ALERT). Texto de interface/menu do sistema.,2026-08-23
Pause,UI,Pausa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_PAUSE). Texto de interface/menu do sistema.,2026-08-23
Talk,UI,Conversar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TALK_GUIDE_TALK). Texto de interface/menu do sistema.,2026-08-23
Shop,UI,Loja,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TALK_GUIDE_SHOP). Texto de interface/menu do sistema.,2026-08-23
Examine,UI,Examinar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TALK_GUIDE_CHECK). Texto de interface/menu do sistema.,2026-08-23
Report,UI,Reportar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TALK_GUIDE_REPORT). Texto de interface/menu do sistema.,2026-08-23
Fish,UI,Pescar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TALK_GUIDE_FISHING). Texto de interface/menu do sistema.,2026-08-23
Battle Results,UI,Resultado da Batalha,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_BTL_RESULT). Texto de interface/menu do sistema.,2026-08-23
Message,UI,Mensagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_MES). Texto de interface/menu do sistema.,2026-08-23
Support,UI,Suporte,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_BATTLE_SUPPORT). Texto de interface/menu do sistema.,2026-08-23
Newest,UI,Mais Recente,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_KEY_HELP_LATEST_TEXT). Texto de interface/menu do sistema.,2026-08-23
Oldest,UI,Mais Antiga,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_KEY_HELP_OLDEST_TEXT). Texto de interface/menu do sistema.,2026-08-23
Play Voice,UI,Reproduzir Voz,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MESLOG_KEY_HELP_PLAY_VOICE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Healing Device,UI,Dispositivo de Cura,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HEAL_MACHINE). Texto de interface/menu do sistema.,2026-08-23
Rest,UI,Descansar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_USE_HEAL_MACHINE). Texto de interface/menu do sistema.,2026-08-23
Next,UI,Próximo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_KEY_HELP_NEXT). Texto de interface/menu do sistema.,2026-08-23
Backlog,UI,Histórico,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_KEY_HELP_BACKLOG). Texto de interface/menu do sistema.,2026-08-23
[Name],UI,[Nome],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_NAME). Texto de interface/menu do sistema.,2026-08-23
Branch,UI,Filial,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_AFFILIATION). Texto de interface/menu do sistema.,2026-08-23
Senior Bracer Rank,UI,Patente de Bracer Sênior,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_RANK). Texto de interface/menu do sistema.,2026-08-23
Rank,UI,Patente,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_RANK_FC). Texto de interface/menu do sistema.,2026-08-23
Requests Completed,UI,Missões Concluídas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_COMPLETED_REQUESTS). Texto de interface/menu do sistema.,2026-08-23
Total BP,UI,BP Total,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_BP). Texto de interface/menu do sistema.,2026-08-23
Battle Victories,UI,Vitórias em Batalha,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_WINS_COUNT). Texto de interface/menu do sistema.,2026-08-23
Enemies Defeated,UI,Inimigos Derrotados,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_ENEMY_DEFEAT_COUNT). Texto de interface/menu do sistema.,2026-08-23
[Priority],UI,[Prioridade],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_IMPORTANT). Texto de interface/menu do sistema.,2026-08-23
Client,UI,Cliente,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_CLIENT). Texto de interface/menu do sistema.,2026-08-23
BP Earned,UI,BP Ganho,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_GET_BP). Texto de interface/menu do sistema.,2026-08-23
Deadline,UI,Prazo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_DEADLINE). Texto de interface/menu do sistema.,2026-08-23
Main Quest,UI,Missão Principal,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_MAIN_QUEST). Texto de interface/menu do sistema.,2026-08-23
Sub Quest,UI,Missão Secundária,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_MAIN_SUB_QUEST). Texto de interface/menu do sistema.,2026-08-23
Book List,UI,Lista de Livros,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BOOKS_LIST). Texto de interface/menu do sistema.,2026-08-23
STUN,UI,ATORDOAMENTO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BATTLE_STUN). Texto de interface/menu do sistema.,2026-08-23
Parameters,UI,Parâmetros,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BATTLE_PARAMETERS). Texto de interface/menu do sistema.,2026-08-23
Status Changes,UI,Alterações de Status,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BATTLE_BAD_STATUS). Texto de interface/menu do sistema.,2026-08-23
Notes,UI,Notas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BATTLE_MEMO). Texto de interface/menu do sistema.,2026-08-23
Enemy List,UI,Lista de Inimigos,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_BATTLE_HEADER). Texto de interface/menu do sistema.,2026-08-23
Recipes Obtained,UI,Receitas Obtidas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_GET_RECIPE_NUM). Texto de interface/menu do sistema.,2026-08-23
Dishes Prepared,UI,Pratos Preparados,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_CREATIONS_NUM). Texto de interface/menu do sistema.,2026-08-23
Times Cooked,UI,Vezes Cozinhado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_COOKED_NUM). Texto de interface/menu do sistema.,2026-08-23
Successful Dishes (Total),UI,Pratos Bem-Sucedidos (Total),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_SUCCESS_TOTAL). Texto de interface/menu do sistema.,2026-08-23
Peculiar Dishes (Total),UI,Pratos Peculiares (Total),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_FAILED_TOTAL). Texto de interface/menu do sistema.,2026-08-23
Recipe List,UI,Lista de Receitas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_HEADER). Texto de interface/menu do sistema.,2026-08-23
Required Ingredients,UI,Ingredientes Necessários,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_NEED_ITEM). Texto de interface/menu do sistema.,2026-08-23
Successful Dish,UI,Prato Bem-Sucedido,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_SUCCESS_INFO). Texto de interface/menu do sistema.,2026-08-23
Peculiar Dish,UI,Prato Peculiar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_FAILED_INFO). Texto de interface/menu do sistema.,2026-08-23
Proficiency,UI,Proficiência,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_SPECIALTY). Texto de interface/menu do sistema.,2026-08-23
Cook,UI,Cozinhar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_EXECUTE). Texto de interface/menu do sistema.,2026-08-23
Chef:,UI,Chef:,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_COOK_CHARA). Texto de interface/menu do sistema.,2026-08-23
Quantity,UI,Quantidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_COOK_COUNT). Texto de interface/menu do sistema.,2026-08-23
Finished★,UI,Concluído★,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_COOK_COMPLETE_1). Texto de interface/menu do sistema.,2026-08-23
Angler,UI,Pescador(a),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISHING_CHARA). Texto de interface/menu do sistema.,2026-08-23
Small Fish,UI,Peixe Pequeno,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_SMALL_FISH). Texto de interface/menu do sistema.,2026-08-23
Medium Fish,UI,Peixe Médio,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_MIDDLE_FISH). Texto de interface/menu do sistema.,2026-08-23
Large Fish,UI,Peixe Grande,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_LARGE_FISH). Texto de interface/menu do sistema.,2026-08-23
Small Fish (Total),UI,Peixe Pequeno (Total),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_SMALL_FISH_TOTAL). Texto de interface/menu do sistema.,2026-08-23
Medium Fish (Total),UI,Peixe Médio (Total),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_MIDDLE_FISH_TOTAL). Texto de interface/menu do sistema.,2026-08-23
Large Fish (Total),UI,Peixe Grande (Total),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_LARGE_FISH_TOTAL). Texto de interface/menu do sistema.,2026-08-23
Types Caught,UI,Tipos Capturados,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISH_TYPE). Texto de interface/menu do sistema.,2026-08-23
Number Caught,UI,Número Capturado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISH_NUM). Texto de interface/menu do sistema.,2026-08-23
Rod List,UI,Lista de Varas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISHING_ROD_LIST). Texto de interface/menu do sistema.,2026-08-23
Usable Bait,UI,Iscas Disponíveis,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISHING_BAIT_LIST). Texto de interface/menu do sistema.,2026-08-23
Fish List,UI,Lista de Peixes,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FISH_LIST). Texto de interface/menu do sistema.,2026-08-23
Best Record,UI,Melhor Recorde,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_MAX_SIZE_MEM). Texto de interface/menu do sistema.,2026-08-23
Rege,UI,Rege,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_MEATER). Texto de interface/menu do sistema.,2026-08-23
Size Rank,UI,Classificação de Tamanho,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_SIZE_RANK). Texto de interface/menu do sistema.,2026-08-23
Length,UI,Comprimento,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_FULL_LENGTH). Texto de interface/menu do sistema.,2026-08-23
Rege or Higher,UI,Rege ou Superior,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_MEATER_OVER). Texto de interface/menu do sistema.,2026-08-23
Catch Rank A Fish,UI,Pescar um Peixe Classe A,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_FISHING_LOCK_TERMS). Texto de interface/menu do sistema.,2026-08-23
Start,UI,Iniciar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_CASINO_SELECT00). Texto de interface/menu do sistema.,2026-08-23
Scoring Info,UI,Info de Pontuação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_CASINO_SELECT02). Texto de interface/menu do sistema.,2026-08-23
Change,UI,Trocar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_POKER_SELECT00). Texto de interface/menu do sistema.,2026-08-23
Hold All,UI,Manter Todas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_POKER_SELECT01). Texto de interface/menu do sistema.,2026-08-23
Rate ×,UI,Taxa ×,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_POKER_ROLL_RATE). Texto de interface/menu do sistema.,2026-08-23
Stand,UI,Parar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_BLACKJACK_SELECT01). Texto de interface/menu do sistema.,2026-08-23
Double Down,UI,Dobrar Aposta,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_BLACKJACK_SELECT02). Texto de interface/menu do sistema.,2026-08-23
Give up,UI,Desistir,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_BLACKJACK_TEXT05). Texto de interface/menu do sistema.,2026-08-23
Catchable Fish,UI,Peixes Capturáveis,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_FISHING_ABLE_FISH). Texto de interface/menu do sistema.,2026-08-23
Odds,UI,Chances,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_ROULETTE_ODDS). Texto de interface/menu do sistema.,2026-08-23
Get One Back,UI,Recuperar Uma,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_ROULETTE_ONE_BACK_TEXT). Texto de interface/menu do sistema.,2026-08-23
Get All Back,UI,Recuperar Todas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_ROULETTE_ALL_BACK_TEXT). Texto de interface/menu do sistema.,2026-08-23
Turn,UI,Turno,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_SLOT_TURN). Texto de interface/menu do sistema.,2026-08-23
Payout,UI,Pagamento,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_SLOT_PAY). Texto de interface/menu do sistema.,2026-08-23
-Bonus List-,UI,-Lista de Bônus-,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_SLOT_LIST). Texto de interface/menu do sistema.,2026-08-23
Bet All,UI,Apostar Tudo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_SLOT_FULL_BET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Back,UI,Voltar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_SLOT_BACK_TEXT). Texto de interface/menu do sistema.,2026-08-23
Continue,UI,Continuar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIGAME_CONTINUE). Texto de interface/menu do sistema.,2026-08-23
Character,UI,Personagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CHARA). Texto de interface/menu do sistema.,2026-08-23
Camera Height,UI,Altura da Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAM_HEIGHT). Texto de interface/menu do sistema.,2026-08-23
Move Camera,UI,Mover Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAM_MOVE). Texto de interface/menu do sistema.,2026-08-23
Camera Roll,UI,Rolagem da Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAM_ROLL). Texto de interface/menu do sistema.,2026-08-23
Reset Camera Roll,UI,Redefinir Rolagem da Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAM_ROLL_RESET). Texto de interface/menu do sistema.,2026-08-23
Reset Camera Settings,UI,Redefinir Configurações de Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAM_SET_RESET). Texto de interface/menu do sistema.,2026-08-23
Rotate Character,UI,Girar Personagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CHARA_ROTATE). Texto de interface/menu do sistema.,2026-08-23
Move Character,UI,Mover Personagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CHARA_MOVE). Texto de interface/menu do sistema.,2026-08-23
Take Photo,UI,Tirar Foto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAMERA_SHOT). Texto de interface/menu do sistema.,2026-08-23
Share,UI,Compartilhar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CAMERA_SHOT_SONY). Texto de interface/menu do sistema.,2026-08-23
Play Animation,UI,Reproduzir Animação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MOTION_ON). Texto de interface/menu do sistema.,2026-08-23
Stop Animation,UI,Parar Animação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MOTION_OFF). Texto de interface/menu do sistema.,2026-08-23
Set Animation Frames,UI,Definir Quadros de Animação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MOTION_FRAME_SET). Texto de interface/menu do sistema.,2026-08-23
Depth of Field,UI,Profundidade de Campo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_DOF). Texto de interface/menu do sistema.,2026-08-23
Zoom,UI,Zoom,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_FOV). Texto de interface/menu do sistema.,2026-08-23
Camera Settings,UI,Configurações de Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_SETTING). Texto de interface/menu do sistema.,2026-08-23
Focus:,UI,Foco:,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_PINT). Texto de interface/menu do sistema.,2026-08-23
None,UI,Nenhum,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_PINT_ALL). Texto de interface/menu do sistema.,2026-08-23
Look at Camera,UI,Olhar para a Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_EYELINE_ON). Texto de interface/menu do sistema.,2026-08-23
Reset Gaze Direction,UI,Redefinir Direção do Olhar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_EYELINE_OFF). Texto de interface/menu do sistema.,2026-08-23
Turn Off Wind/Blinking,UI,Desativar Vento/Piscar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_WIND_OFF). Texto de interface/menu do sistema.,2026-08-23
Turn On Wind/Blinking,UI,Ativar Vento/Piscar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_SHOT_CAMERA_WIND_ON). Texto de interface/menu do sistema.,2026-08-23
Camera/Move Camera,UI,Câmera/Mover Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MOVE_MODE). Texto de interface/menu do sistema.,2026-08-23
Photo Mode,UI,Modo Foto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MODE_SHOT). Texto de interface/menu do sistema.,2026-08-23
Map Selection Mode,UI,Modo de Seleção de Mapa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MODE_MAP). Texto de interface/menu do sistema.,2026-08-23
Camera Placement Mode,UI,Modo de Posicionamento de Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_MODE_CHARA). Texto de interface/menu do sistema.,2026-08-23
Various Changes,UI,Várias Alterações,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_VIEWER_CHARA_SET_INFO). Texto de interface/menu do sistema.,2026-08-23
Next Page,UI,Próxima Página,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_UIHELP_KEYHELP_PAGE_TURN). Texto de interface/menu do sistema.,2026-08-23
Long,UI,Longo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_DEADLINE_LONG). Texto de interface/menu do sistema.,2026-08-23
Medium,UI,Médio,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_DEADLINE_MIDDLE). Texto de interface/menu do sistema.,2026-08-23
Short,UI,Curto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_DEADLINE_SHORT). Texto de interface/menu do sistema.,2026-08-23
Not Accepted,UI,Não Aceita,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_STATE_CHECK). Texto de interface/menu do sistema.,2026-08-23
Completed,UI,Concluída,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_STATE_CLEAR). Texto de interface/menu do sistema.,2026-08-23
Reported,UI,Reportada,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_STATE_REPORT). Texto de interface/menu do sistema.,2026-08-23
Failed,UI,Falhou,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_STATE_FAILER). Texto de interface/menu do sistema.,2026-08-23
Quest Report,UI,Relatório de Missão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_REPORT). Texto de interface/menu do sistema.,2026-08-23
Total BP Earned,UI,BP Total Ganho,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_GETALLBP). Texto de interface/menu do sistema.,2026-08-23
Reward List,UI,Lista de Recompensas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_QUEST_REWARD_LIST). Texto de interface/menu do sistema.,2026-08-23
Scroll,UI,Rolar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_KEY_HELP_SCROLL). Texto de interface/menu do sistema.,2026-08-23
Camera,UI,Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_KEY_HELP_CAMERA). Texto de interface/menu do sistema.,2026-08-23
Current Location,UI,Localização Atual,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_PLY). Texto de interface/menu do sistema.,2026-08-23
Treasure Chest,UI,Baú do Tesouro,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_TBOX). Texto de interface/menu do sistema.,2026-08-23
Main Event,UI,Evento Principal,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_MAIN). Texto de interface/menu do sistema.,2026-08-23
Quest Event,UI,Evento de Missão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_QUEST). Texto de interface/menu do sistema.,2026-08-23
